rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend
2834,Kepler-838,b,Transit,1,15.74957994,0,,,,,,,,,,0.244,0,,,0,1,0,1,19h01m44.52s,285.435512,+45d58m33.7s,45.976021,1210,0,15.3,,0,0,Kepler-band,5770,0,0,0.98,0,0,0.96,0,0
2835,Kepler-839,b,Transit,1,37.8144514,0,,,,,,,,,,0.229,0,,,0,1,0,1,19h24m17.92s,291.074676,+45d14m33.3s,45.242584,833,0,13.601,,0,0,Kepler-band,6058,0,0,1.22,0,0,1.31,0,0
2836,Kepler-84,b,Transit,5,8.726,0,,,,,,,,,,0.199,0,,,1,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,14.764,,0,0,Kepler-band,6031,0,0,1,0,0,1.17,0,0
2837,Kepler-84,c,Transit,5,12.883,0,,,,,,,,,,0.211,0,,,1,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,14.764,,0,0,Kepler-band,6031,0,0,1,0,0,1.17,0,0
2838,Kepler-84,d,Transit,5,4.224537,0,0.052,0,,,,,,,,0.123,0,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,14.764,,0,0,Kepler-band,6031,0,0,1,0,0,1.17,0,0
2839,Kepler-84,e,Transit,5,27.434389,0,0.181,0,,,,,,,,0.232,0,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,14.764,,0,0,Kepler-band,6031,0,0,1,0,0,1.17,0,0
2840,Kepler-84,f,Transit,5,44.552169,0,0.25,0,,,,,,,,0.196,0,,,0,1,0,1,19h53m00.49s,298.252049,+40d29m45.9s,40.496077,,,14.764,,0,0,Kepler-band,6031,0,0,1,0,0,1.17,0,0
2841,Kepler-840,b,Transit,1,2.49577962,0,,,,,,,,,,1.523,0,,,0,1,0,1,19h46m01.77s,296.507394,+49d27m26.2s,49.457291,778,0,14.152,,0,0,Kepler-band,5920,0,0,1.04,0,0,1.06,0,0
2842,Kepler-841,b,Transit,1,124.4198398,0,,,,,,,,,,0.467,0,,,0,1,0,1,18h57m00.31s,284.251306,+48d48m34.6s,48.809612,1052,0,15.74,,0,0,Kepler-band,5324,0,0,0.85,0,0,0.81,0,0
2843,Kepler-842,b,Transit,1,1.21956827,0,,,,,,,,,,0.143,0,,,0,1,0,1,19h29m18.86s,292.328581,+49d39m12.7s,49.653538,552,0,15.127,,0,0,Kepler-band,4848,0,0,0.78,0,0,0.73,0,0
2844,Kepler-843,b,Transit,1,2.05387982,0,,,,,,,,,,0.231,0,,,0,1,0,1,19h45m17.28s,296.321994,+48d58m17.3s,48.971478,1247,0,15.269,,0,0,Kepler-band,5830,0,0,1.02,0,0,1.03,0,0
2845,Kepler-844,b,Transit,1,2.61302086,0,,,,,,,,,,0.15,0,,,0,1,0,1,19h11m25.85s,287.857729,+48d46m26.8s,48.774113,394,0,15.84,,0,0,Kepler-band,4128,0,0,0.59,0,0,0.57,0,0
2846,Kepler-845,b,Transit,1,0.92785982,0,,,,,,,,,,0.182,0,,,0,1,0,1,19h23m49.82s,290.957565,+49d12m13.7s,49.203812,471,0,14.631,,0,0,Kepler-band,4913,0,0,0.79,0,0,0.75,0,0
2847,Kepler-846,b,Transit,1,19.80792185,0,,,,,,,,,,0.221,0,,,0,1,0,1,19h08m13.68s,287.057016,+49d02m45.7s,49.046021,1233,0,15.65,,0,0,Kepler-band,5579,0,0,0.94,0,0,0.91,0,0
2848,Kepler-847,b,Transit,1,2.3432319,0,,,,,,,,,,0.105,0,,,0,1,0,1,18h54m01.15s,283.504798,+49d27m03.7s,49.451015,529,0,14.782,,0,0,Kepler-band,4940,0,0,0.83,0,0,0.77,0,0
2849,Kepler-848,b,Transit,1,6.91134416,0,,,,,,,,,,0.152,0,,,0,1,0,1,19h33m09.19s,293.288273,+48d48m41.8s,48.811619,797,0,14.056,,0,0,Kepler-band,5695,0,0,1.01,0,0,1.2,0,0
2850,Kepler-849,b,Transit,1,394.6244904,0,,,,,,,,,,0.637,0,,,0,1,0,1,19h23m24.43s,290.851779,+48d31m16.8s,48.521339,747,0,12.849,,0,0,Kepler-band,6059,0,0,1.23,0,0,1.64,0,0
2851,Kepler-85,b,Transit,4,8.306,0,,,,,,,,,,0.176,0,,,1,1,0,1,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,,14.779,,0,0,Kepler-band,5436,0,0,0.92,0,0,0.89,0,0
2852,Kepler-85,c,Transit,4,12.513,0,,,,,,,,,,0.194,0,,,1,1,0,1,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,,14.779,,0,0,Kepler-band,5436,0,0,0.92,0,0,0.89,0,0
2853,Kepler-85,d,Transit,4,17.91323,0,0.13,0,,,,,,,,0.107,0,,,0,1,0,0,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,,14.779,,0,0,Kepler-band,5436,0,0,0.92,0,0,0.89,0,0
2854,Kepler-85,e,Transit,4,25.216751,0,0.163,0,,,,,,,,0.113,0,,,0,1,0,1,19h23m53.62s,290.973429,+45d17m25.1s,45.290318,,,14.779,,0,0,Kepler-band,5436,0,0,0.92,0,0,0.89,0,0
2855,Kepler-850,b,Transit,1,7.19303878,0,,,,,,,,,,0.159,0,,,0,1,0,1,19h32m20.27s,293.084462,+48d34m31.4s,48.57539,1535,0,15.451,,0,0,Kepler-band,5932,0,0,1.06,0,0,1.09,0,0
2856,Kepler-851,b,Transit,1,8.50699658,0,,,,,,,,,,0.15,0,,,0,1,0,1,19h38m43.27s,294.680286,+49d08m24.6s,49.14016,869,0,15.135,,0,0,Kepler-band,5455,0,0,0.89,0,0,0.85,0,0
2857,Kepler-852,b,Transit,1,44.9309804,0,,,,,,,,,,0.227,0,,,0,1,0,1,19h49m33.98s,297.391593,+48d33m38.5s,48.560692,854,0,13.949,,0,0,Kepler-band,6100,0,0,1.19,0,0,1.16,0,0
2858,Kepler-853,b,Transit,1,7.16892463,0,,,,,,,,,,0.151,0,,,0,1,0,1,18h55m44.84s,283.936824,+49d06m37.2s,49.110325,610,0,12.32,,0,0,Kepler-band,6350,0,0,1.3,0,0,1.55,0,0
2859,Kepler-854,b,Transit,1,2.14463285,0,,,,,,,,,,1.492,0,,,0,1,0,1,19h33m24.31s,293.351293,+43d08m04.7s,43.13464,741,0,13.48,,0,0,Kepler-band,6179,0,0,1.17,0,0,1.27,0,0
2860,Kepler-855,b,Transit,1,7.8866311,0,,,,,,,,,,0.745,0,,,0,1,0,1,19h40m22.80s,295.09499,+43d32m15.3s,43.537586,1043,0,15.014,,0,0,Kepler-band,5835,0,0,1.03,0,0,1.03,0,0
2861,Kepler-856,b,Transit,1,8.02768059,0,,,,,,,,,,0.83,0,,,0,1,0,1,19h18m24.92s,289.603836,+46d18m53.8s,46.314953,1175,0,15.57,,0,0,Kepler-band,5535,0,0,0.96,0,0,0.93,0,0
2862,Kepler-857,b,Transit,1,85.35129427,0,,,,,,,,,,0.607,0,,,0,1,0,1,19h38m31.77s,294.632389,+43d24m01.7s,43.400467,1039,0,15.061,,0,0,Kepler-band,5773,0,0,0.99,0,0,0.99,0,0
2863,Kepler-858,b,Transit,1,76.13602028,0,,,,,,,,,,0.434,0,,,0,1,0,1,19h15m23.67s,288.848631,+51d12m32.6s,51.209049,296,0,12.45,,0,0,Kepler-band,5653,0,0,0.96,0,0,0.91,0,0
2864,Kepler-859,b,Transit,1,20.38177573,0,,,,,,,,,,0.276,0,,,0,1,0,1,19h06m58.05s,286.741873,+43d11m24.4s,43.190108,915,0,15.887,,0,0,Kepler-band,5020,0,0,0.81,0,0,0.77,0,0
2865,Kepler-860,b,Transit,1,5.10137945,0,,,,,,,,,,0.289,0,,,0,1,0,1,19h42m18.54s,295.577265,+46d15m17.1s,46.254742,1295,0,15.455,,0,0,Kepler-band,5836,0,0,1.04,0,0,1.06,0,0
2866,Kepler-861,b,Transit,1,3.94963138,0,,,,,,,,,,0.203,0,,,0,1,0,1,19h29m24.94s,292.353929,+46d13m34.6s,46.22628,806,0,15.623,,0,0,Kepler-band,5047,0,0,0.82,0,0,0.78,0,0
2867,Kepler-862,b,Transit,1,3.14866453,0,,,,,,,,,,0.197,0,,,0,1,0,1,19h51m07.02s,297.779266,+46d29m33.9s,46.492741,806,0,15.297,,0,0,Kepler-band,5333,0,0,0.88,0,0,0.84,0,0
2868,Kepler-863,b,Transit,1,15.59461874,0,,,,,,,,,,0.259,0,,,0,1,0,1,19h50m39.49s,297.664523,+43d14m56.3s,43.248962,1145,0,15.43,,0,0,Kepler-band,5678,0,0,0.96,0,0,0.95,0,0
2869,Kepler-864,b,Transit,1,5.83376092,0,,,,,,,,,,0.214,0,,,0,1,0,1,19h00m13.70s,285.057092,+46d19m14.4s,46.320675,1573,0,15.776,,0,0,Kepler-band,5754,0,0,1,0,0,1,0,0
2870,Kepler-865,b,Transit,1,14.16399294,0,,,,,,,,,,0.222,0,,,0,1,0,1,19h50m53.83s,297.724283,+43d31m38.8s,43.527435,664,0,14.48,,0,0,Kepler-band,5570,0,0,0.93,0,0,0.92,0,0
2871,Kepler-866,b,Transit,1,2.61703254,0,,,,,,,,,,0.145,0,,,0,1,0,1,19h20m29.36s,290.122337,+43d05m08.0s,43.08556,690,0,15.835,,0,0,Kepler-band,4751,0,0,0.75,0,0,0.71,0,0
2872,Kepler-867,b,Transit,1,150.242127,0,,,,,,,,,,0.414,0,,,0,1,0,1,19h09m08.48s,287.285313,+51d14m59.9s,51.249981,824,0,14.827,,0,0,Kepler-band,5541,0,0,0.92,0,0,0.91,0,0
2873,Kepler-868,b,Transit,1,5.03251791,0,,,,,,,,,,0.183,0,,,0,1,0,1,18h49m27.24s,282.363512,+46d40m30.9s,46.67524,1269,0,15.695,,0,0,Kepler-band,5614,0,0,0.93,0,0,0.89,0,0
2874,Kepler-869,b,Transit,1,40.4287755,0,,,,,,,,,,0.322,0,,,0,1,0,1,19h17m41.90s,289.424591,+50d59m38.8s,50.994122,957,0,14.982,,0,0,Kepler-band,5664,0,0,0.97,0,0,0.95,0,0
2875,Kepler-87,b,Transit,2,114.73635,0,0.481,0,0.036,0,89.274,0,1.02,0,Mass,1.204,0,0.729,0,0,1,0,1,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,,14.6,,0,0,Kepler-band,5600,0,0,1.1,0,0,1.82,0,0
2876,Kepler-87,c,Transit,2,191.2318,0,0.676,0,0.039,0,89.588,0,0.02,0,Mass,0.548,0,0.152,0,0,1,0,1,19h51m40.05s,297.916877,+46d57m54.5s,46.96513,,,14.6,,0,0,Kepler-band,5600,0,0,1.1,0,0,1.82,0,0
2877,Kepler-870,b,Transit,1,21.3587621,0,,,,,,,,,,0.248,0,,,0,1,0,1,19h41m36.61s,295.402544,+50d28m43.1s,50.478634,1231,0,15.259,,0,0,Kepler-band,5857,0,0,1.01,0,0,1.02,0,0
2878,Kepler-871,b,Transit,1,22.0459018,0,,,,,,,,,,0.334,0,,,0,1,0,1,19h38m06.51s,294.52711,+43d22m05.4s,43.36816,1695,0,15.689,,0,0,Kepler-band,5993,0,0,1.11,0,0,1.14,0,0
2879,Kepler-872,b,Transit,1,2.57885507,0,,,,,,,,,,0.178,0,,,0,1,0,1,19h41m40.19s,295.417461,+43d36m20.3s,43.60564,1114,0,15.106,,0,0,Kepler-band,5902,0,0,1.05,0,0,1.08,0,0
2880,Kepler-873,b,Transit,1,20.5533844,0,,,,,,,,,,0.335,0,,,0,1,0,1,19h45m36.77s,296.403212,+51d16m16.8s,51.271339,1397,0,14.829,,0,0,Kepler-band,6163,0,0,1.18,0,0,1.27,0,0
2881,Kepler-874,b,Transit,1,40.0686727,0,,,,,,,,,,0.352,0,,,0,1,0,1,19h39m49.65s,294.95686,+43d00m51.6s,43.014328,1072,0,14.683,,0,0,Kepler-band,6020,0,0,1.09,0,0,1.13,0,0
2882,Kepler-875,b,Transit,1,27.5073799,0,,,,,,,,,,0.259,0,,,0,1,0,1,19h49m12.31s,297.3013,+43d08m30.8s,43.141888,1244,0,15.219,,0,0,Kepler-band,5958,0,0,1.06,0,0,1.11,0,0
2883,Kepler-876,b,Transit,1,5.14438011,0,,,,,,,,,,0.128,0,,,0,1,0,1,18h53m54.77s,283.478199,+43d23m01.6s,43.383781,735,0,15.369,,0,0,Kepler-band,5060,0,0,0.81,0,0,0.77,0,0
2884,Kepler-877,b,Transit,1,18.45847097,0,,,,,,,,,,0.189,0,,,0,1,0,1,19h19m26.19s,289.859129,+46d31m21.6s,46.522667,572,0,14.516,,0,0,Kepler-band,5261,0,0,0.85,0,0,0.81,0,0
2885,Kepler-878,b,Transit,1,25.9422033,0,,,,,,,,,,0.172,0,,,0,1,0,1,19h01m11.09s,285.296197,+46d36m12.4s,46.603439,567,0,14.817,,0,0,Kepler-band,5044,0,0,0.81,0,0,0.77,0,0
2886,Kepler-879,b,Transit,1,33.3855938,0,,,,,,,,,,0.229,0,,,0,1,0,1,19h43m13.58s,295.806573,+50d54m35.3s,50.909798,772,0,14.264,,0,0,Kepler-band,5792,0,0,1.02,0,0,1.02,0,0
2887,Kepler-880,b,Transit,1,7.71468975,0,,,,,,,,,,0.237,0,,,0,1,0,1,18h47m53.10s,281.971245,+43d40m22.0s,43.672771,673,0,12.082,,0,0,Kepler-band,6761,0,0,1.46,0,0,1.74,0,0
2888,Kepler-881,b,Transit,1,4.44448017,0,,,,,,,,,,0.159,0,,,0,1,0,1,19h15m58.22s,288.992588,+46d40m14.7s,46.670753,1364,0,15.216,,0,0,Kepler-band,5961,0,0,1.06,0,0,1.09,0,0
2889,Kepler-882,b,Transit,1,3.98953967,0,,,,,,,,,,0.11,0,,,0,1,0,1,19h38m35.97s,294.649885,+43d20m08.1s,43.335587,525,0,14.083,,0,0,Kepler-band,5476,0,0,0.9,0,0,0.87,0,0
2890,Kepler-883,b,Transit,1,12.98495573,0,,,,,,,,,,0.159,0,,,0,1,0,1,19h05m44.08s,286.433673,+50d18m01.2s,50.300327,549,0,13.029,,0,0,Kepler-band,6116,0,0,1.06,0,0,1.09,0,0
2891,Kepler-884,b,Transit,1,5.69919514,0,,,,,,,,,,0.11,0,,,0,1,0,1,19h30m20.27s,292.584443,+49d55m23.4s,49.923161,420,0,13.069,,0,0,Kepler-band,5715,0,0,1,0,0,0.94,0,0
2892,Kepler-885,b,Transit,1,18.11472949,0,,,,,,,,,,0.223,0,,,0,1,0,1,19h14m38.77s,288.661559,+49d44m13.9s,49.737206,632,0,12.841,,0,0,Kepler-band,6187,0,0,1.21,0,0,1.35,0,0
2893,Kepler-886,b,Transit,1,6.24146367,0,,,,,,,,,,0.136,0,,,0,1,0,1,19h05m05.22s,286.271745,+43d35m42.8s,43.595234,857,0,13.939,,0,0,Kepler-band,6098,0,0,1.1,0,0,1.16,0,0
2894,Kepler-887,b,Transit,2,20.42228798,0,,,,,,,,,,0.164,0,,,0,1,0,1,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,0,13.47,,0,0,Kepler-band,6194,0,0,1.19,0,0,1.29,0,0
2895,Kepler-887,c,Transit,2,7.63846023,0,,,,,,,,,,0.101,0,,,0,1,0,1,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,0,13.47,,0,0,Kepler-band,6194,0,0,1.19,0,0,1.29,0,0
2896,Kepler-888,b,Transit,1,70.6979061,0,,,,,,,,,,0.157,0,,,0,1,0,1,19h42m05.09s,295.521206,+49d44m19.1s,49.738632,413,0,13.046,,0,0,Kepler-band,5875,0,0,0.97,0,0,0.9,0,0
2897,Kepler-889,b,Transit,1,3.744439,0,,,,,,,,,,0.097,0,,,0,1,0,1,19h25m52.16s,291.467319,+50d45m34.2s,50.759489,513,0,12.71,,0,0,Kepler-band,5961,0,0,1.14,0,0,1.25,0,0
2898,Kepler-890,b,Transit,1,52.75875577,0,,,,,,,,,,0.793,0,,,0,1,0,1,19h13m44.58s,288.435745,+43d45m48.6s,43.763496,1387,0,15.182,,0,0,Kepler-band,5954,0,0,1.09,0,0,1.13,0,0
2899,Kepler-891,b,Transit,1,53.44945593,0,,,,,,,,,,0.572,0,,,0,1,0,1,19h24m20.11s,291.083797,+40d21m18.9s,40.355255,1372,0,15.287,,0,0,Kepler-band,5887,0,0,1.06,0,0,1.07,0,0
2900,Kepler-892,b,Transit,1,13.7521072,0,,,,,,,,,,0.251,0,,,0,1,0,1,18h52m31.11s,283.129641,+43d53m17.7s,43.888241,640,0,15.587,,0,0,Kepler-band,4747,0,0,0.75,0,0,0.72,0,0
2901,Kepler-893,b,Transit,1,6.33855761,0,,,,,,,,,,0.27,0,,,0,1,0,1,18h59m51.13s,284.963031,+43d54m46.8s,43.913006,1216,0,15.182,,0,0,Kepler-band,5820,0,0,1,0,0,0.99,0,0
2902,Kepler-894,b,Transit,1,9.803224,0,,,,,,,,,,0.248,0,,,0,1,0,1,19h14m56.18s,288.734088,+46d56m21.8s,46.939396,1090,0,15.439,,0,0,Kepler-band,5603,0,0,0.87,0,0,0.85,0,0
2903,Kepler-895,b,Transit,1,2.80624233,0,,,,,,,,,,0.137,0,,,0,1,0,1,19h17m09.76s,289.290653,+51d24m32.0s,51.408891,516,0,15.988,,0,0,Kepler-band,4315,0,0,0.65,0,0,0.61,0,0
2904,Kepler-896,b,Transit,1,144.547396,0,,,,,,,,,,0.226,0,,,0,1,0,1,18h49m45.40s,282.439182,+43d44m04.1s,43.734486,896,0,15.481,,0,0,Kepler-band,5262,0,0,0.84,0,0,0.81,0,0
2905,Kepler-897,b,Transit,1,8.0472642,0,,,,,,,,,,0.213,0,,,0,1,0,1,19h22m20.84s,290.586837,+51d41m45.0s,51.69582,1147,0,15.068,,0,0,Kepler-band,5839,0,0,1.03,0,0,1.04,0,0
2906,Kepler-898,b,Transit,1,5.8706191,0,,,,,,,,,,0.133,0,,,0,1,0,1,19h06m20.49s,286.585389,+46d52m15.3s,46.87093,479,0,15.961,,0,0,Kepler-band,4223,0,0,0.65,0,0,0.62,0,0
2907,Kepler-899,b,Transit,1,19.17891293,0,,,,,,,,,,0.239,0,,,0,1,0,1,19h49m55.82s,297.48258,+40d40m50.8s,40.68078,1038,0,15.401,,0,0,Kepler-band,5595,0,0,0.93,0,0,0.91,0,0
2908,Kepler-9,b,Transit,3,19.24,0,0.14,0,0.15,0,,,0.252,0,Mass,0.842,0,0.524,0,1,1,0,1,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,0,13.803,,0,0,Kepler-band,5777,0,0,1.07,0,0,1.02,0,0
2909,Kepler-9,c,Transit,3,38.91,0,0.225,0,0.13,0,,,0.171,0,Mass,0.823,0,0.383,0,1,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,0,13.803,,0,0,Kepler-band,5777,0,0,1.07,0,0,1.02,0,0
2910,Kepler-9,d,Transit,3,1.592851,0,0.0273,0,,,,,,,,0.146,0,,,0,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,650,0,13.803,,0,0,Kepler-band,5777,0,0,1.07,0,0,1.02,0,0
2911,Kepler-900,b,Transit,1,6.9913086,0,,,,,,,,,,0.186,0,,,0,1,0,1,19h44m42.55s,296.177297,+46d59m56.5s,46.99902,505,0,14.94,,0,0,Kepler-band,4836,0,0,0.78,0,0,0.73,0,0
2912,Kepler-901,b,Transit,1,3.51749439,0,,,,,,,,,,0.122,0,,,0,1,0,1,19h24m36.71s,291.152951,+40d53m15.0s,40.887497,241,0,14.699,,0,0,Kepler-band,4184,0,0,0.59,0,0,0.57,0,0
2913,Kepler-902,b,Transit,1,40.1099547,0,,,,,,,,,,0.227,0,,,0,1,0,1,19h18m55.61s,289.731692,+46d57m13.8s,46.953823,904,0,14.904,,0,0,Kepler-band,5647,0,0,0.95,0,0,0.93,0,0
2914,Kepler-903,b,Transit,2,10.3507721,0,,,,,,,,,,0.179,0,,,0,1,0,1,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,0,14.659,,0,0,Kepler-band,5682,0,0,0.98,0,0,0.97,0,0
2915,Kepler-903,c,Transit,2,62.9228557,0,,,,,,,,,,0.226,0,,,0,1,0,1,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,0,14.659,,0,0,Kepler-band,5682,0,0,0.98,0,0,0.97,0,0
2916,Kepler-904,b,Transit,1,3.02166863,0,,,,,,,,,,0.158,0,,,0,1,0,1,19h15m17.50s,288.822916,+40d23m20.6s,40.389049,1151,0,14.429,,0,0,Kepler-band,6160,0,0,1.16,0,0,1.25,0,0
2917,Kepler-905,b,Transit,1,5.08274652,0,,,,,,,,,,0.126,0,,,0,1,0,1,19h20m12.27s,290.051123,+46d42m48.1s,46.713375,521,0,13.984,,0,0,Kepler-band,5461,0,0,0.95,0,0,0.86,0,0
2918,Kepler-906,b,Transit,1,41.6979976,0,,,,,,,,,,0.188,0,,,0,1,0,1,19h25m37.33s,291.405561,+40d07m31.8s,40.125487,758,0,13.956,,0,0,Kepler-band,6035,0,0,1.06,0,0,1.02,0,0
2919,Kepler-907,b,Transit,1,15.86621821,0,,,,,,,,,,0.107,0,,,0,1,0,1,19h01m54.38s,285.476589,+41d37m57.9s,41.63274,352,0,11.049,,0,0,Kepler-band,6106,0,0,1.08,0,0,1.38,0,0
2920,Kepler-908,b,Transit,1,1.34059747,0,,,,,,,,,,0.109,0,,,0,1,0,1,19h41m17.40s,295.322517,+39d22m35.3s,39.376484,250,0,11.524,,0,0,Kepler-band,5973,0,0,1.11,0,0,1.12,0,0
2921,Kepler-909,b,Transit,1,13.93290318,0,,,,,,,,,,0.131,0,,,0,1,0,1,19h18m01.53s,289.506358,+45d22m15.6s,45.370998,318,0,11.538,,0,0,Kepler-band,6154,0,0,1.17,0,0,1.23,0,0
2922,Kepler-91,b,Transit,1,6.24658,0,0.0731,0,,,69.68,0,0.81,0,Mass,1.367,0,0.4,0,0,1,0,1,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,1030,0,12.495,,0,0,Kepler-band,4550,0,0,1.31,0,0,6.3,0,0
2923,Kepler-910,b,Transit,1,2.36436901,0,,,,,,,,,,0.073,0,,,0,1,0,1,19h44m11.37s,296.047358,+42d44m34.8s,42.743006,402,0,11.6,,0,0,Kepler-band,6230,0,0,1.26,0,0,1.5,0,0
2924,Kepler-911,b,Transit,1,20.310501,0,,,,,,,,,,0.232,0,,,0,1,0,1,19h54m21.40s,298.589186,+40d45m02.5s,40.750689,567,0,11.855,,0,0,Kepler-band,6112,0,0,1.34,0,0,1.99,0,0
2925,Kepler-912,b,Transit,1,2.53475627,0,,,,,,,,,,0.25,0,,,0,1,0,1,19h52m26.69s,298.111206,+41d45m30.0s,41.758333,1265,0,15.341,,0,0,Kepler-band,5998,0,0,1.07,0,0,1.11,0,0
2926,Kepler-913,b,Transit,1,10.29672521,0,,,,,,,,,,0.184,0,,,0,1,0,1,19h50m19.95s,297.583122,+41d57m08.8s,41.952431,597,0,15.767,,0,0,Kepler-band,4687,0,0,0.63,0,0,0.61,0,0
2927,Kepler-914,b,Transit,1,4.40966548,0,,,,,,,,,,0.123,0,,,0,1,0,1,19h21m38.88s,290.412001,+44d53m57.6s,44.89933,678,0,13.574,,0,0,Kepler-band,5877,0,0,1.1,0,0,1.15,0,0
2928,Kepler-915,b,Transit,1,4.59489604,0,,,,,,,,,,0.134,0,,,0,1,0,1,19h22m22.10s,290.592077,+45d44m13.7s,45.737137,806,0,13.298,,0,0,Kepler-band,6173,0,0,1.21,0,0,1.38,0,0
2929,Kepler-916,b,Transit,1,32.2968798,0,,,,,,,,,,0.157,0,,,0,1,0,1,19h23m56.00s,290.983322,+45d58m23.9s,45.973301,769,0,15.2,,0,0,Kepler-band,5248,0,0,0.85,0,0,0.81,0,0
2930,Kepler-917,b,Transit,1,2.97041437,0,,,,,,,,,,0.17,0,,,0,1,0,1,19h56m12.30s,299.05126,+47d56m57.4s,47.949284,1027,0,15.759,,0,0,Kepler-band,5418,0,0,0.8,0,0,0.76,0,0
2931,Kepler-918,b,Transit,1,4.85386933,0,,,,,,,,,,0.155,0,,,0,1,0,1,19h52m48.17s,298.200719,+48d16m04.2s,48.267838,1245,0,14.971,,0,0,Kepler-band,6028,0,0,1.11,0,0,1.14,0,0
2932,Kepler-919,b,Transit,1,11.04603384,0,,,,,,,,,,0.201,0,,,0,1,0,1,19h52m27.55s,298.114772,+48d29m39.9s,48.494404,1219,0,14.681,,0,0,Kepler-band,6113,0,0,1.15,0,0,1.21,0,0
2933,Kepler-92,b,Transit,3,13.749,0,,,,,,,0.202,0,Mass,0.313,0,,,0,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,,11.565,,0,0,Kepler-band,5883,0,0,1.21,0,0,1.7,0,0
2934,Kepler-92,c,Transit,3,26.723,0,,,,,,,0.019,0,Mass,0.232,0,,,0,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,,11.565,,0,0,Kepler-band,5883,0,0,1.21,0,0,1.7,0,0
2935,Kepler-92,d,Transit,3,49.3568,0,,,0.07,0,,,,,,0.184,0,,,0,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,,,11.565,,0,0,Kepler-band,5883,0,0,1.21,0,0,1.7,0,0
2936,Kepler-920,b,Transit,2,6.53192704,0,,,,,,,,,,0.216,0,,,0,1,0,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,0,15.28,,0,0,Kepler-band,5403,0,0,0.89,0,0,0.85,0,0
2937,Kepler-920,c,Transit,2,100.8274113,0,,,,,,,,,,0.339,0,,,0,1,0,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,0,15.28,,0,0,Kepler-band,5403,0,0,0.89,0,0,0.85,0,0
2938,Kepler-921,b,Transit,1,51.300634,0,,,,,,,,,,0.256,0,,,0,1,0,1,18h58m27.89s,284.616205,+49d11m26.9s,49.190811,847,0,14.739,,0,0,Kepler-band,5663,0,0,0.93,0,0,0.91,0,0
2939,Kepler-922,b,Transit,1,0.93846683,0,,,,,,,,,,0.127,0,,,0,1,0,1,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,558,0,13.757,,0,0,Kepler-band,5671,0,0,0.95,0,0,0.93,0,0
2940,Kepler-923,b,Transit,1,6.93366476,0,,,,,,,,,,0.123,0,,,0,1,0,1,19h36m41.06s,294.171085,+40d03m18.6s,40.055165,966,0,14.042,,0,0,Kepler-band,5988,0,0,1.11,0,0,1.26,0,0
2941,Kepler-924,b,Transit,1,61.0370117,0,,,,,,,,,,0.274,0,,,0,1,0,1,19h22m40.44s,290.668512,+40d23m51.8s,40.397718,995,0,14.171,,0,0,Kepler-band,6167,0,0,1.14,0,0,1.23,0,0
2942,Kepler-925,b,Transit,1,33.8678531,0,,,,,,,,,,0.209,0,,,0,1,0,1,19h20m25.57s,290.106539,+40d29m26.4s,40.490657,623,0,15.81,,0,0,Kepler-band,4673,0,0,0.77,0,0,0.72,0,0
2943,Kepler-926,b,Transit,1,52.0688601,0,,,,,,,,,,0.206,0,,,0,1,0,1,19h18m43.04s,289.679343,+40d42m01.7s,40.700466,771,0,14.279,,0,0,Kepler-band,5806,0,0,1.01,0,0,1.01,0,0
